@relation pittsburgh_bridges2.2
@attribute V2 {'A','M','O','Y'}
@attribute V3 numeric
@attribute V4 {'CRAFTS','EMERGING','MATURE','MODERN'}
@attribute V5 {'AQUEDUCT','HIGHWAY','RR','WALK'}
@attribute V6 {'LONG','MEDIUM','SHORT'}
@attribute V7 numeric
@attribute V8 {'G','N'}
@attribute class {'IRON','STEEL','WOOD'}
@data
'M',4,'MATURE','RR','MEDIUM',2,'G','STEEL'
'A',28,'MATURE','RR','SHORT',4,'G','STEEL'
'M',2,'MATURE','RR','MEDIUM',?,'G','STEEL'
'Y',?,'MATURE','HIGHWAY','MEDIUM',?,'G','STEEL'
'M',23,'MATURE','HIGHWAY',?,?,'G','STEEL'
'A',36,'MATURE','HIGHWAY','MEDIUM',2,'G','STEEL'
'O',49,'MATURE','RR','MEDIUM',2,'G','STEEL'
'O',43,'MATURE','HIGHWAY','MEDIUM',2,'G','STEEL'
'A',39,'MATURE','RR',?,?,'G','STEEL'
'M',10,'MATURE','RR','LONG',?,'G','STEEL'
'O',41,'MATURE','RR','LONG',2,'G','STEEL'
'A',24,'MATURE','HIGHWAY','MEDIUM',4,'G','STEEL'
'A',37,'MATURE','RR','LONG',2,'N','STEEL'
'A',31,'MATURE','RR','LONG',2,'G','STEEL'
'A',30,'MATURE','WALK',?,?,'G','STEEL'
'A',29,'MATURE','HIGHWAY','SHORT',4,'G','STEEL'
'A',32,'MATURE','HIGHWAY','LONG',4,'G','STEEL'
'A',27,'MATURE','HIGHWAY','SHORT',4,'G','STEEL'
'A',26,'MATURE','HIGHWAY','SHORT',4,'G','STEEL'
'O',46,'MATURE','HIGHWAY','MEDIUM',2,'G','STEEL'
'A',38,'MATURE','HIGHWAY','MEDIUM',?,'G','STEEL'
'M',5,'MATURE','HIGHWAY','LONG',4,'N','STEEL'
'M',1,'MATURE','HIGHWAY','MEDIUM',4,'G','STEEL'
'A',30,'MATURE','HIGHWAY','LONG',4,'G','STEEL'
'M',20,'MATURE','HIGHWAY','LONG',2,'G','STEEL'
'A',25,'MATURE','HIGHWAY','SHORT',4,'G','STEEL'
'M',17,'MATURE','HIGHWAY','LONG',2,'G','STEEL'
'O',40,'MATURE','HIGHWAY','MEDIUM',4,'G','STEEL'
'O',42,'MATURE','HIGHWAY','MEDIUM',4,'N','STEEL'
'M',6,'MATURE','HIGHWAY','MEDIUM',4,'G','STEEL'
'M',11,'MATURE','HIGHWAY','MEDIUM',4,'N','STEEL'
'A',34,'MATURE','HIGHWAY','MEDIUM',4,'G','STEEL'
'A',39.5,'MODERN','HIGHWAY','MEDIUM',4,'G','STEEL'
'A',39.7,'MODERN','RR','SHORT',2,'G','STEEL'
'A',38.5,'MODERN','HIGHWAY','MEDIUM',2,'N','STEEL'
'O',48,'MODERN','HIGHWAY','LONG',2,'G','STEEL'
'Y',52,'MODERN','HIGHWAY',?,?,'G','STEEL'
'Y',51,'MODERN','RR',?,?,'G','STEEL'
'M',23,'MODERN','HIGHWAY','MEDIUM',2,'G','STEEL'
'M',22,'MODERN','HIGHWAY','SHORT',4,'G','STEEL'
'M',14,'MODERN','HIGHWAY','LONG',4,'G','STEEL'
'M',19,'MODERN','HIGHWAY','MEDIUM',4,'G','STEEL'
'A',37,'MODERN','HIGHWAY','LONG',4,'N','STEEL'
'O',42,'MODERN','HIGHWAY','SHORT',?,'G','STEEL'
'O',47,'MODERN','HIGHWAY','MEDIUM',2,'G','STEEL'
'M',1,'MODERN','HIGHWAY','MEDIUM',6,'G','STEEL'
'A',33,'MODERN','HIGHWAY','SHORT',4,'G','STEEL'
'M',9,'MODERN','HIGHWAY','LONG',4,'G','STEEL'
'A',24,'MODERN','HIGHWAY','SHORT',6,'G','STEEL'
'O',44,'MODERN','HIGHWAY','LONG',6,'G','STEEL'
'M',7,'MODERN','HIGHWAY','SHORT',6,'G','STEEL'
'O',43,'MODERN','HIGHWAY',?,?,'G',?
'A',28,'MODERN','HIGHWAY',?,?,'G',?
