@relation robot_execution_failures_lp4
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute class {'collision','normal','obstruction'}
@data
5,-2,4,12,-1,-8,-1,'normal'
5,-3,0,4,6,-8,0,'normal'
5,-5,4,38,-1,-16,-1,'normal'
6,-2,1,19,4,-6,0,'normal'
6,-2,1,19,4,-6,0,'normal'
6,-2,2,20,4,-5,-1,'normal'
6,-2,2,20,4,-5,-1,'normal'
6,-2,1,20,3,-6,0,'normal'
6,-2,1,21,4,-5,0,'normal'
6,-2,1,19,4,-6,0,'normal'
6,-2,2,19,4,-6,-1,'normal'
6,-4,3,19,0,-10,0,'normal'
6,-2,1,6,3,-6,0,'normal'
6,-2,1,18,5,-4,-1,'normal'
6,-2,0,20,4,-3,-2,'normal'
6,-3,3,32,2,-6,-1,'normal'
6,-2,1,14,3,-4,0,'normal'
6,0,0,23,6,-3,-1,'normal'
7,-1,1,19,4,-6,0,'normal'
7,-2,2,18,4,-6,0,'normal'
7,-2,1,19,4,-6,0,'normal'
7,-2,1,19,4,-6,0,'normal'
7,-2,1,19,4,-6,0,'normal'
7,-2,1,19,4,-6,0,'normal'
7,-2,1,21,5,-6,0,'normal'
7,-1,2,21,3,-6,1,'normal'
7,0,1,14,1,-3,0,'normal'
7,-6,5,11,-4,-12,0,'normal'
7,-4,1,4,5,-6,0,'normal'
7,0,0,2,8,-5,0,'normal'
7,0,1,36,3,-1,-1,'normal'
7,0,1,14,5,-3,1,'normal'
7,1,0,24,11,-2,0,'normal'
8,-2,1,19,4,-6,0,'normal'
8,-2,1,18,3,-5,0,'normal'
8,-2,1,19,3,-5,0,'normal'
8,-2,1,19,3,-5,0,'normal'
8,-2,1,23,3,-5,0,'normal'
8,-2,1,21,4,-5,0,'normal'
8,-2,1,19,4,-6,0,'normal'
8,-1,2,21,4,-5,1,'normal'
8,-3,2,3,-2,-8,2,'normal'
8,0,0,24,6,-4,0,'normal'
8,-2,1,16,4,-3,0,'normal'
8,-5,4,26,-1,-6,1,'normal'
8,-3,1,19,4,-6,0,'normal'
8,-2,0,33,6,-6,0,'normal'
8,-2,1,16,5,-9,0,'normal'
9,-1,2,21,3,-6,1,'normal'
9,-1,2,17,3,-6,0,'normal'
9,-1,2,21,3,-6,1,'normal'
9,-1,2,19,4,-6,1,'normal'
9,-1,2,19,4,-6,1,'normal'
9,-1,2,21,3,-6,1,'normal'
9,-1,2,19,4,-6,1,'normal'
9,-1,2,19,4,-6,1,'normal'
9,-4,4,12,1,-11,0,'normal'
9,-2,2,21,2,-7,0,'normal'
9,1,0,29,7,-1,0,'normal'
9,-1,2,17,3,-5,0,'normal'
9,2,0,32,6,-1,0,'normal'
9,0,3,17,2,-10,1,'normal'
9,2,0,17,8,-1,0,'normal'
10,0,1,15,3,-3,0,'normal'
10,-2,1,32,3,-7,0,'normal'
10,-1,2,4,-1,-7,0,'normal'
10,-1,1,6,5,-6,0,'normal'
10,2,0,17,3,-4,0,'normal'
10,2,0,28,3,-3,-1,'normal'
10,2,1,24,1,-4,0,'normal'
10,0,1,17,3,-4,1,'normal'
10,-1,2,18,-2,-6,0,'normal'
10,0,0,16,1,-6,-1,'normal'
10,-1,2,11,-1,-8,0,'normal'
10,0,0,18,1,-5,-1,'normal'
10,0,0,11,2,-8,0,'normal'
10,-1,0,-1,3,-4,0,'normal'
10,1,0,25,0,-3,-2,'normal'
11,-1,2,4,-1,-7,0,'normal'
11,-1,1,6,5,-6,0,'normal'
11,2,0,17,3,-4,0,'normal'
11,2,0,28,3,-3,-1,'normal'
11,2,1,24,1,-4,0,'normal'
11,0,1,17,3,-4,1,'normal'
11,-1,2,18,-2,-6,0,'normal'
11,0,0,16,1,-6,-1,'normal'
11,-1,2,11,-1,-8,0,'normal'
11,0,0,18,1,-5,-1,'normal'
11,0,0,11,2,-8,0,'normal'
11,-1,0,-1,3,-4,0,'normal'
11,1,0,25,0,-3,-2,'normal'
11,0,0,22,2,-6,0,'normal'
11,1,0,17,2,-4,0,'normal'
12,2,0,17,3,-4,0,'normal'
12,2,0,28,3,-3,-1,'normal'
12,2,1,24,1,-4,0,'normal'
12,0,1,17,3,-4,1,'normal'
12,-1,2,18,-2,-6,0,'normal'
12,0,0,16,1,-6,-1,'normal'
12,-1,2,11,-1,-8,0,'normal'
12,0,0,18,1,-5,-1,'normal'
12,0,0,11,2,-8,0,'normal'
12,-1,0,-1,3,-4,0,'normal'
12,1,0,25,0,-3,-2,'normal'
12,0,0,22,2,-6,0,'normal'
12,1,0,17,2,-4,0,'normal'
12,2,0,27,3,-2,-1,'normal'
12,2,0,15,0,-4,-1,'normal'
13,0,1,17,3,-4,1,'normal'
13,-1,2,18,-2,-6,0,'normal'
13,0,0,16,1,-6,-1,'normal'
13,-1,2,11,-1,-8,0,'normal'
13,0,0,18,1,-5,-1,'normal'
13,0,0,11,2,-8,0,'normal'
13,-1,0,-1,3,-4,0,'normal'
13,1,0,25,0,-3,-2,'normal'
13,0,0,22,2,-6,0,'normal'
13,1,0,17,2,-4,0,'normal'
13,2,0,27,3,-2,-1,'normal'
13,2,0,15,0,-4,-1,'normal'
13,0,0,19,-1,-3,-1,'normal'
13,0,0,11,2,-4,0,'normal'
13,0,0,6,0,-7,0,'normal'
14,-1,2,18,-2,-6,0,'normal'
14,0,0,16,1,-6,-1,'normal'
14,-1,2,11,-1,-8,0,'normal'
14,0,0,18,1,-5,-1,'normal'
14,0,0,11,2,-8,0,'normal'
14,-1,0,-1,3,-4,0,'normal'
14,1,0,25,0,-3,-2,'normal'
14,0,0,22,2,-6,0,'normal'
14,1,0,17,2,-4,0,'normal'
14,2,0,27,3,-2,-1,'normal'
14,2,0,15,0,-4,-1,'normal'
14,0,0,19,-1,-3,-1,'normal'
14,0,0,11,2,-4,0,'normal'
14,0,0,6,0,-7,0,'normal'
14,-1,1,13,-4,-9,0,'normal'
15,0,0,16,1,-6,-1,'normal'
15,-1,2,11,-1,-8,0,'normal'
15,0,0,18,1,-5,-1,'normal'
15,0,0,11,2,-8,0,'normal'
15,-1,0,-1,3,-4,0,'normal'
15,1,0,25,0,-3,-2,'normal'
15,0,0,22,2,-6,0,'normal'
15,1,0,17,2,-4,0,'normal'
15,2,0,27,3,-2,-1,'normal'
15,2,0,15,0,-4,-1,'normal'
15,0,0,19,-1,-3,-1,'normal'
15,0,0,11,2,-4,0,'normal'
15,0,0,6,0,-7,0,'normal'
15,-1,1,13,-4,-9,0,'normal'
15,-2,0,10,-4,-7,-2,'normal'
16,-1,2,18,4,-7,0,'normal'
16,-1,2,18,4,-7,1,'normal'
16,-1,2,19,4,-6,1,'normal'
16,-1,2,19,4,-6,1,'normal'
16,-1,2,19,4,-6,1,'normal'
16,-1,2,19,4,-6,1,'normal'
16,-2,1,19,4,-6,0,'normal'
16,-1,2,18,5,-6,0,'normal'
16,-1,2,24,2,-9,0,'normal'
16,0,-1,16,9,-3,-1,'normal'
16,-2,3,29,4,-8,-1,'normal'
16,-1,0,-4,4,-6,0,'normal'
16,-2,1,23,2,-12,0,'normal'
16,0,1,8,4,-2,0,'normal'
16,0,1,17,1,-3,0,'normal'
17,-2,1,19,3,-6,0,'normal'
17,-2,1,18,3,-5,1,'normal'
17,-2,1,21,3,-5,0,'normal'
17,-2,0,19,3,-5,1,'normal'
17,-2,1,21,3,-5,0,'normal'
17,-2,1,18,3,-5,0,'normal'
17,-2,1,19,3,-5,0,'normal'
17,-2,0,19,2,-6,1,'normal'
17,-2,0,19,1,-4,1,'normal'
17,-5,4,18,-3,-12,1,'normal'
17,-2,0,14,3,-4,0,'normal'
17,-2,1,26,2,-6,0,'normal'
17,-4,2,11,0,-9,0,'normal'
17,-2,0,22,4,-4,-1,'normal'
17,-1,1,17,0,-6,1,'normal'
18,-2,1,19,4,-6,0,'normal'
18,-2,1,18,4,-7,0,'normal'
18,-2,1,20,5,-6,0,'normal'
18,-2,1,21,5,-6,0,'normal'
18,-2,1,21,3,-6,0,'normal'
18,-2,1,21,5,-6,0,'normal'
18,-2,1,21,5,-6,0,'normal'
18,-2,1,21,3,-6,0,'normal'
18,-2,2,15,2,-9,0,'normal'
18,-1,1,29,3,-3,-1,'normal'
18,0,1,23,4,-4,0,'normal'
18,0,-1,3,5,-5,0,'normal'
18,0,0,26,5,-4,0,'normal'
18,-2,4,19,1,-11,-1,'normal'
18,0,0,24,2,-3,-1,'normal'
19,-4,0,8,5,-1,2,'normal'
19,-4,0,7,5,-2,3,'normal'
19,-4,1,7,5,-2,2,'normal'
19,-4,0,9,6,-2,2,'normal'
19,-5,1,5,5,-1,2,'normal'
19,-4,0,7,5,-2,2,'normal'
19,-5,1,8,6,-2,2,'normal'
19,-4,1,8,5,-1,2,'normal'
19,-4,0,9,5,0,0,'normal'
19,-3,-1,10,7,-3,1,'normal'
19,-1,-1,13,8,7,1,'normal'
19,-6,2,15,4,-4,1,'normal'
19,-5,0,8,8,-1,1,'normal'
19,-3,1,22,7,1,0,'normal'
19,-4,1,-6,2,-2,1,'normal'
20,-4,1,7,5,-2,2,'normal'
20,-4,0,7,5,-2,3,'normal'
20,-4,1,8,6,-3,2,'normal'
20,-5,1,8,6,-2,2,'normal'
20,-5,1,7,5,-2,2,'normal'
20,-4,1,7,5,-2,2,'normal'
20,-4,1,7,5,-2,2,'normal'
20,-5,1,7,5,-2,2,'normal'
20,-4,1,8,5,1,1,'normal'
20,-4,2,7,3,-1,2,'normal'
20,-4,2,3,4,-1,2,'normal'
20,-4,1,0,4,0,2,'normal'
20,-5,1,0,4,1,1,'normal'
20,-3,1,2,4,-1,2,'normal'
20,-3,3,18,2,1,0,'normal'
21,-4,0,7,5,-2,2,'normal'
21,-4,0,5,5,-3,2,'normal'
21,-4,0,7,5,-2,2,'normal'
21,-4,0,9,5,-3,2,'normal'
21,-4,1,8,5,-3,2,'normal'
21,-4,0,8,4,-3,2,'normal'
21,-4,0,8,6,-3,2,'normal'
21,-4,0,8,4,-3,2,'normal'
21,-1,-1,17,6,4,1,'normal'
21,-4,-1,12,5,1,2,'normal'
21,-4,-1,7,6,-2,0,'normal'
21,-3,-1,2,8,2,1,'normal'
21,-4,1,2,-1,-5,1,'normal'
21,-3,-2,7,7,-1,1,'normal'
21,-3,1,-2,3,-4,1,'normal'
22,-4,0,8,6,-2,2,'normal'
22,-4,0,5,5,-3,2,'normal'
22,-4,0,7,5,-2,2,'normal'
22,-4,0,8,4,-3,2,'normal'
22,-3,0,8,4,-2,3,'normal'
22,-4,0,7,5,-2,2,'normal'
22,-4,0,8,4,-2,2,'normal'
22,-4,0,8,6,-2,2,'normal'
22,-6,0,14,4,-4,1,'normal'
22,-3,0,2,4,-1,1,'normal'
22,-2,-1,1,7,2,1,'normal'
22,-4,1,2,3,-5,1,'normal'
22,-6,0,8,3,-7,1,'normal'
22,-3,-1,2,6,2,1,'normal'
22,-5,2,2,0,-5,1,'normal'
23,-4,0,8,6,-2,2,'normal'
23,-4,1,7,6,-3,2,'normal'
23,-4,0,8,6,-2,2,'normal'
23,-4,1,8,6,-3,2,'normal'
23,-4,1,7,5,-2,2,'normal'
23,-5,1,8,6,-2,2,'normal'
23,-4,0,8,6,-2,2,'normal'
23,-4,1,7,5,-2,2,'normal'
23,-4,1,5,6,-2,2,'normal'
23,-6,1,5,5,-6,1,'normal'
23,-4,0,1,5,-5,2,'normal'
23,-4,1,16,7,-1,2,'normal'
23,-5,1,-5,4,-3,1,'normal'
23,-5,1,7,3,-3,1,'normal'
23,-2,1,2,6,3,0,'normal'
24,-4,0,7,5,0,2,'normal'
24,-5,0,5,4,-1,2,'normal'
24,-4,0,9,4,-2,2,'normal'
24,-5,-1,8,6,-2,2,'normal'
24,-4,-1,9,5,-1,2,'normal'
24,-4,0,8,4,-1,1,'normal'
24,-4,0,8,4,-2,2,'normal'
24,-4,0,8,4,0,2,'normal'
24,-4,1,5,1,-2,1,'normal'
24,-4,-1,5,7,-2,2,'normal'
24,-6,0,10,2,-4,0,'normal'
24,-4,0,17,4,0,1,'normal'
24,-3,-1,9,6,3,1,'normal'
24,-4,0,-3,5,-4,1,'normal'
24,-2,1,4,2,2,1,'normal'
25,-15,22,123,-98,1,-15,'collision'
25,29,19,13,23,59,17,'collision'
25,20,-14,38,1,44,-6,'collision'
25,8,-12,23,16,7,-2,'collision'
25,-2,1,16,3,7,-2,'collision'
25,-2,2,22,0,8,-3,'collision'
25,-1,2,21,1,7,-2,'collision'
25,-4,3,19,1,5,-4,'collision'
25,-4,1,19,4,4,-3,'collision'
25,-6,3,4,-4,3,-4,'collision'
25,-3,3,15,2,3,-4,'collision'
25,-3,2,22,1,7,-3,'collision'
25,-4,2,18,-1,5,-3,'collision'
25,-5,3,3,-5,1,-4,'collision'
25,-6,5,3,-7,1,-3,'collision'
26,35,3,81,-26,135,6,'collision'
26,3,-2,100,-5,37,14,'collision'
26,15,-11,55,8,33,3,'collision'
26,17,2,29,-18,35,14,'collision'
26,1,-6,55,5,19,-11,'collision'
26,11,-1,63,3,51,-13,'collision'
26,14,-5,38,2,58,-3,'collision'
26,12,-14,2,17,10,-1,'collision'
26,25,-22,-1,27,31,1,'collision'
26,24,-19,7,25,30,0,'collision'
26,16,-15,10,20,19,-1,'collision'
26,21,-12,23,14,23,0,'collision'
26,-2,-2,9,1,0,0,'collision'
26,-1,-2,-9,-1,-1,-1,'collision'
26,-2,0,-7,-4,-1,0,'collision'
27,49,-5,16,7,64,0,'collision'
27,24,-30,28,46,33,-1,'collision'
27,16,-20,22,31,26,0,'collision'
27,15,1,5,3,26,1,'collision'
27,1,15,14,-20,4,0,'collision'
27,-13,11,-4,-11,-12,-1,'collision'
27,-14,0,5,4,-15,-1,'collision'
27,3,-2,-1,1,0,0,'collision'
27,4,0,-3,1,5,0,'collision'
27,2,1,4,-3,0,-1,'collision'
27,3,1,-3,-2,2,-1,'collision'
27,1,0,-3,-1,1,-1,'collision'
27,-1,0,-10,-2,-1,-1,'collision'
27,1,-1,2,1,3,-1,'collision'
27,3,-4,-3,7,3,-1,'collision'
28,12,-6,25,13,17,-1,'collision'
28,10,-2,10,3,10,0,'collision'
28,10,-1,16,6,13,-1,'collision'
28,6,0,15,3,6,-1,'collision'
28,7,-1,21,3,7,-1,'collision'
28,8,-3,26,10,12,-2,'collision'
28,5,-1,5,3,1,0,'collision'
28,-9,5,6,-3,-10,0,'collision'
28,-12,7,-10,-10,-15,-1,'collision'
28,-12,13,-10,-17,-18,-1,'collision'
28,-11,11,-4,-12,-13,-1,'collision'
28,-14,7,10,-8,-18,-1,'collision'
28,-4,0,5,1,-5,-1,'collision'
28,-4,0,10,1,-2,-1,'collision'
28,-3,0,-13,-1,-5,-1,'collision'
29,17,-36,-29,-4,22,-66,'collision'
29,-10,6,22,11,-13,6,'collision'
29,-2,17,-5,-21,-7,3,'collision'
29,-3,6,10,-6,-7,0,'collision'
29,-17,-2,-2,5,-23,-1,'collision'
29,-3,3,-3,-1,-4,-2,'collision'
29,-2,2,2,-1,-4,-2,'collision'
29,-4,3,3,-1,-7,-2,'collision'
29,-4,2,8,0,-6,-1,'collision'
29,-2,0,-3,2,-3,-1,'collision'
29,-2,1,4,-2,-5,-2,'collision'
29,-1,0,-9,0,-3,-1,'collision'
29,-1,1,1,-2,-4,-2,'collision'
29,0,-1,4,5,3,-1,'collision'
29,-1,-1,-6,3,4,-1,'collision'
30,-11,9,16,-17,-22,6,'collision'
30,-17,4,10,-2,-28,-2,'collision'
30,3,2,-2,-1,7,0,'collision'
30,-11,6,4,-3,-10,-1,'collision'
30,-18,7,-1,-8,-18,-1,'collision'
30,-20,11,7,-9,-21,-1,'collision'
30,-16,10,-7,-10,-20,-2,'collision'
30,-16,9,-3,-11,-18,-2,'collision'
30,-13,6,10,-5,-17,-2,'collision'
30,-1,-1,-11,0,0,-1,'collision'
30,-1,0,-1,2,-4,-2,'collision'
30,-1,-1,8,1,1,-1,'collision'
30,0,0,8,-1,-1,-1,'collision'
30,-1,-1,10,3,1,-2,'collision'
30,-1,-1,-2,1,2,-1,'collision'
31,-36,-24,-6,87,-44,-34,'collision'
31,10,-4,-2,9,15,-2,'collision'
31,8,-6,3,8,11,-1,'collision'
31,4,-5,8,8,8,-1,'collision'
31,2,-1,1,4,3,-1,'collision'
31,-2,0,10,-3,-3,-1,'collision'
31,-4,2,4,-3,-5,0,'collision'
31,-6,2,4,0,-8,-1,'collision'
31,-2,0,9,1,-3,-1,'collision'
31,-4,1,2,-3,-5,-2,'collision'
31,-4,1,-16,-3,-5,-2,'collision'
31,-2,0,19,3,0,-2,'collision'
31,-4,1,10,-2,-3,-2,'collision'
31,-1,-2,-4,-1,-3,-2,'collision'
31,-1,0,-4,0,-3,-1,'collision'
32,-22,12,-3,-14,-28,-2,'collision'
32,-23,10,-4,-9,-25,-3,'collision'
32,-22,11,-15,-11,-29,-2,'collision'
32,-15,9,4,-9,-16,-2,'collision'
32,-11,7,-4,-8,-15,-3,'collision'
32,-6,2,-7,1,-7,-3,'collision'
32,-2,-2,-11,3,-4,-2,'collision'
32,-2,1,-9,-1,-2,-3,'collision'
32,-2,1,4,0,1,-3,'collision'
32,0,1,8,2,4,-3,'collision'
32,-1,0,-5,0,1,-3,'collision'
32,1,0,-4,2,0,-3,'collision'
32,0,1,-4,-2,2,-4,'collision'
32,-1,-1,-21,-2,-1,-4,'collision'
32,0,1,-2,-2,0,-4,'collision'
33,-29,-6,4,8,-32,-2,'collision'
33,-24,5,-6,-7,-28,-1,'collision'
33,-19,16,-5,-20,-14,-3,'collision'
33,-22,13,-7,-15,-22,-4,'collision'
33,-25,3,-1,-5,-27,-2,'collision'
33,-17,-1,-3,1,-16,-3,'collision'
33,-11,3,-2,-4,-9,-2,'collision'
33,-1,0,3,0,4,-3,'collision'
33,-3,-1,-18,-1,1,-2,'collision'
33,-3,-1,-3,-3,1,-3,'collision'
33,-3,0,-13,0,0,-3,'collision'
33,-4,1,5,-2,2,-3,'collision'
33,-3,0,-20,-1,2,-4,'collision'
33,-2,-2,2,-3,3,-4,'collision'
33,-1,-1,-10,0,6,-4,'collision'
34,59,-6,46,41,191,-14,'collision'
34,32,-2,47,22,112,-23,'collision'
34,43,9,23,-6,144,-30,'collision'
34,30,0,56,11,125,-35,'collision'
34,28,7,45,0,114,-27,'collision'
34,22,5,31,0,89,-23,'collision'
34,18,7,52,2,75,-19,'collision'
34,-2,3,12,-6,-14,-1,'collision'
34,0,1,12,-8,-9,-4,'collision'
34,1,3,23,4,-3,-1,'collision'
34,-1,0,6,-6,-13,-1,'collision'
34,1,-1,13,-9,-9,0,'collision'
34,2,0,-3,-13,-13,-3,'collision'
34,0,1,3,-19,-17,-2,'collision'
34,0,1,-1,-11,-17,-2,'collision'
35,25,12,40,-29,61,-5,'collision'
35,66,45,98,-107,158,1,'collision'
35,-3,-1,8,-13,-1,2,'collision'
35,-4,2,-1,-12,-14,0,'collision'
35,-4,2,18,0,-4,0,'collision'
35,-5,-2,24,1,-16,-5,'collision'
35,-4,2,25,0,-13,-8,'collision'
35,-2,0,5,-8,-14,-6,'collision'
35,-1,2,19,2,-12,-6,'collision'
35,2,-2,-27,-19,-30,-3,'collision'
35,11,3,-30,6,-4,3,'collision'
35,22,10,-32,7,42,22,'collision'
35,15,2,-240,36,38,0,'collision'
35,13,-2,-193,32,37,-10,'collision'
35,3,-14,-210,26,11,-68,'collision'
36,19,30,44,-117,37,40,'collision'
36,-32,7,23,-7,-66,0,'collision'
36,-9,10,-14,-19,-1,0,'collision'
36,-11,3,-13,-7,-9,-2,'collision'
36,-9,6,4,-10,1,-1,'collision'
36,-8,-2,8,-1,-2,0,'collision'
36,-2,0,2,-2,9,-3,'collision'
36,-2,0,7,-2,5,-1,'collision'
36,-8,1,3,-9,-5,0,'collision'
36,-4,1,14,-7,2,0,'collision'
36,-4,2,0,-10,4,-1,'collision'
36,78,1,91,37,250,-54,'collision'
36,4,-1,7,-13,-10,-6,'collision'
36,2,0,-13,-16,-15,-5,'collision'
36,2,1,-1,-15,-18,-4,'collision'
37,16,16,31,-26,69,-27,'collision'
37,12,8,11,-29,54,-26,'collision'
37,-9,5,24,-9,-15,-5,'collision'
37,-6,0,15,0,-21,17,'collision'
37,-4,-2,2,-8,-17,-14,'collision'
37,-9,6,22,-10,-10,-28,'collision'
37,-7,6,27,2,-12,8,'collision'
37,-2,1,16,0,-9,-1,'collision'
37,0,-1,16,3,-4,-2,'collision'
37,0,-1,25,3,-2,-1,'collision'
37,0,-2,17,5,-1,-3,'collision'
37,-1,1,27,-1,-2,-3,'collision'
37,0,2,10,-11,-8,-4,'collision'
37,-1,0,-8,-10,-15,-4,'collision'
37,0,1,5,-7,-9,-3,'collision'
38,-19,4,47,-47,-57,-30,'collision'
38,-28,31,30,-135,-78,-40,'collision'
38,-31,34,45,-167,-91,-49,'collision'
38,-24,42,50,-221,-82,-42,'collision'
38,-16,55,35,-266,-52,-23,'collision'
38,0,1,22,-4,9,9,'collision'
38,-7,8,21,-14,0,-2,'collision'
38,0,4,22,-7,-26,15,'collision'
38,-2,0,16,-7,8,-3,'collision'
38,-1,-1,11,2,5,-2,'collision'
38,-1,1,15,2,2,-2,'collision'
38,-1,0,18,6,5,-2,'collision'
38,-3,-1,17,3,2,-2,'collision'
38,-2,1,-5,1,-2,-2,'collision'
38,-2,0,10,4,1,-3,'collision'
39,15,-13,-4,39,-31,84,'collision'
39,-14,3,1,-4,-87,-10,'collision'
39,-27,5,-17,-27,-23,-5,'collision'
39,-19,4,6,-4,-13,-2,'collision'
39,-8,0,14,-10,12,-5,'collision'
39,-2,-2,6,-4,15,-6,'collision'
39,-2,-1,11,-7,10,-2,'collision'
39,-2,-1,11,-6,5,-2,'collision'
39,-2,-1,10,-5,6,-2,'collision'
39,-2,-1,9,-6,6,-2,'collision'
39,-2,0,9,-5,5,-2,'collision'
39,-2,0,11,-6,5,-2,'collision'
39,-2,0,9,-6,6,-2,'collision'
39,-2,-1,12,-5,5,-2,'collision'
39,-2,-1,11,-6,5,-2,'collision'
40,40,-13,27,26,55,1,'collision'
40,32,-4,31,5,49,0,'collision'
40,27,-8,36,16,42,0,'collision'
40,20,-14,22,24,31,-1,'collision'
40,20,-13,15,22,27,-1,'collision'
40,16,-6,30,13,24,-2,'collision'
40,13,0,34,4,21,-1,'collision'
40,1,0,4,2,-1,-1,'collision'
40,1,-1,23,7,-1,-1,'collision'
40,0,0,19,5,3,-1,'collision'
40,0,0,18,1,-2,-1,'collision'
40,24,-217,179,1016,339,-233,'collision'
40,-14,-7,-32,14,1,-53,'collision'
40,-70,-12,18,8,-153,-8,'collision'
40,-4,1,9,-7,-3,-1,'collision'
41,-12,-5,20,-3,-24,0,'collision'
41,0,17,11,-31,-5,-1,'collision'
41,-1,9,32,-9,6,-1,'collision'
41,-10,0,23,8,-11,0,'collision'
41,-3,0,18,4,-4,-2,'collision'
41,-4,1,13,2,-3,-2,'collision'
41,-4,2,10,1,-7,-2,'collision'
41,-4,2,19,-1,-10,-2,'collision'
41,-4,2,17,2,-3,-2,'collision'
41,-4,2,27,2,-6,-2,'collision'
41,-2,0,5,1,-6,-1,'collision'
41,-1,0,23,3,0,-2,'collision'
41,0,-1,3,2,-5,-1,'collision'
41,-2,0,23,2,-5,-1,'collision'
41,-4,2,15,-1,-9,-2,'collision'
42,-13,-7,18,19,-15,0,'collision'
42,-11,3,10,-5,-17,-2,'collision'
42,-9,8,18,-11,-13,-2,'collision'
42,-9,9,17,-11,-16,-1,'collision'
42,-12,5,20,-2,-16,-2,'collision'
42,-13,-2,18,6,-19,-1,'collision'
42,-11,2,13,-2,-18,0,'collision'
42,-3,0,22,2,0,-2,'collision'
42,-4,1,24,-1,-8,-1,'collision'
42,-3,0,15,2,-9,-2,'collision'
42,-4,2,24,-3,-8,-2,'collision'
42,-3,0,23,2,-8,-2,'collision'
42,-4,2,13,-1,-8,-2,'collision'
42,-2,-1,22,2,-2,-2,'collision'
42,-2,-1,22,2,-2,-2,'collision'
43,-53,16,-17,-39,-98,-22,'collision'
43,-48,19,8,-32,-61,3,'collision'
43,-40,19,12,-29,-55,-2,'collision'
43,-31,16,6,-32,-23,-5,'collision'
43,-22,8,-2,-17,-11,-4,'collision'
43,-6,0,-15,-6,2,-4,'collision'
43,-5,-2,-6,-5,6,-3,'collision'
43,-5,-1,8,-4,10,-3,'collision'
