@relation robot_execution_failures_lp5
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute class {'bottom_collision','bottom_obstruction','collision_in_part','collision_in_tool','normal'}
@data
18,-7,0,77,-19,-26,-4,'normal'
18,-5,-11,80,1,-27,-16,'normal'
18,-3,-2,81,-19,-25,-10,'normal'
18,-1,-8,80,-1,-17,2,'normal'
19,-1,-11,76,5,-20,-13,'normal'
19,-1,1,82,-24,-23,-18,'normal'
19,-2,-1,78,-17,-23,-9,'normal'
19,-7,0,80,-22,-25,-9,'normal'
19,-8,7,78,-41,-27,-9,'normal'
19,-5,0,77,-21,-25,-11,'normal'
19,-2,-5,78,-12,-22,-10,'normal'
19,-1,0,81,-25,-21,-6,'normal'
19,0,-10,78,-3,-17,-8,'normal'
19,0,9,78,-43,-15,-13,'normal'
19,-4,1,82,-21,-26,-14,'normal'
19,-6,-8,81,-7,-26,-9,'normal'
19,-4,0,77,-21,-22,-10,'normal'
19,-5,-1,81,-17,-27,-12,'normal'
19,-5,-6,81,-6,-27,-9,'normal'
20,-3,-2,79,-16,-20,-5,'normal'
20,-5,-1,83,-22,-24,-13,'normal'
20,-2,-3,77,-15,-20,-15,'normal'
20,-3,2,76,-29,-23,-15,'normal'
20,-10,-10,89,0,-40,-8,'normal'
20,2,1,75,-32,-12,-5,'normal'
20,-3,1,79,-27,-20,-4,'normal'
20,-4,-5,78,-14,-26,-10,'normal'
20,0,-5,82,-20,-16,-7,'normal'
20,0,2,78,-29,-16,-5,'normal'
20,-6,-2,86,-18,-33,-8,'normal'
20,0,-2,76,-18,-20,-12,'normal'
20,-2,-1,80,-20,-21,-10,'normal'
20,-5,3,82,-33,-26,-13,'normal'
20,-1,-9,68,-2,-22,-4,'normal'
21,184,-9,91,-34,280,0,'collision_in_tool'
21,132,-3,108,18,195,-5,'collision_in_tool'
21,97,6,118,-29,132,-2,'collision_in_tool'
21,81,18,104,-44,110,-7,'collision_in_tool'
21,36,17,91,-43,46,-13,'collision_in_tool'
21,-31,-13,94,10,-60,-11,'collision_in_tool'
21,-46,-10,81,-3,-85,-8,'collision_in_tool'
21,-41,4,63,-30,-78,-14,'collision_in_tool'
21,-41,-16,71,20,-79,-3,'collision_in_tool'
21,-32,-11,73,1,-68,-17,'collision_in_tool'
21,-11,7,75,-38,-39,-5,'collision_in_tool'
21,5,-6,76,-3,-9,-14,'collision_in_tool'
21,10,3,82,-24,1,-9,'collision_in_tool'
21,11,-1,88,-17,-1,-14,'collision_in_tool'
21,9,-2,82,-17,-3,-6,'collision_in_tool'
22,90,11,361,-423,756,-122,'collision_in_tool'
22,49,26,99,23,21,52,'collision_in_tool'
22,15,14,83,-46,18,-6,'collision_in_tool'
22,26,12,98,-19,34,-3,'collision_in_tool'
22,18,18,78,-39,15,-9,'collision_in_tool'
22,3,-2,85,-9,-8,-13,'collision_in_tool'
22,-6,-8,84,6,-21,-10,'collision_in_tool'
22,-6,-3,76,-7,-20,-3,'collision_in_tool'
22,-12,-8,79,3,-32,-7,'collision_in_tool'
22,-7,-9,81,0,-23,-8,'collision_in_tool'
22,1,-2,76,-2,-1,-5,'collision_in_tool'
22,1,0,79,-9,-14,-4,'collision_in_tool'
22,-4,-1,86,-13,-25,-5,'collision_in_tool'
22,3,-3,80,-3,-4,-2,'collision_in_tool'
22,-6,4,83,-24,-27,-9,'collision_in_tool'
23,141,-130,85,283,234,29,'collision_in_tool'
23,59,-45,68,70,93,-9,'collision_in_tool'
23,15,10,95,-18,17,4,'collision_in_tool'
23,9,17,84,-36,1,6,'collision_in_tool'
23,8,7,85,-23,-2,-1,'collision_in_tool'
23,-9,-3,90,0,-25,1,'collision_in_tool'
23,-11,-8,78,2,-30,-4,'collision_in_tool'
23,-10,-10,81,0,-31,-3,'collision_in_tool'
23,-5,-8,82,2,-16,-8,'collision_in_tool'
23,-5,6,79,-20,-16,-6,'collision_in_tool'
23,-1,1,78,-15,-16,-21,'collision_in_tool'
23,2,-13,88,10,-10,-4,'collision_in_tool'
23,-3,-2,78,-7,-20,-2,'collision_in_tool'
23,-6,1,80,-12,-23,0,'collision_in_tool'
23,-7,-8,86,4,-24,-12,'collision_in_tool'
24,-32,108,98,-358,-70,3,'collision_in_tool'
24,-63,103,131,-215,-159,-7,'collision_in_tool'
24,-26,20,89,-36,-36,-12,'collision_in_tool'
24,2,21,76,-47,-14,-12,'collision_in_tool'
24,5,-5,83,-1,-3,-8,'collision_in_tool'
24,1,-23,88,26,-20,-8,'collision_in_tool'
24,8,-5,71,1,1,1,'collision_in_tool'
24,2,-1,73,-14,-10,-4,'collision_in_tool'
24,-3,-8,87,4,-24,-4,'collision_in_tool'
24,-1,1,75,-13,-12,-3,'collision_in_tool'
24,-6,-4,84,-5,-22,-6,'collision_in_tool'
24,-7,-13,86,11,-26,-9,'collision_in_tool'
24,-2,3,80,-21,-16,-11,'collision_in_tool'
24,-6,-1,84,-8,-21,-7,'collision_in_tool'
24,0,-10,86,11,-10,-5,'collision_in_tool'
25,-69,122,31,-195,-62,25,'collision_in_tool'
25,-19,51,93,-87,-42,-20,'collision_in_tool'
25,-3,40,99,-72,-18,1,'collision_in_tool'
25,14,24,83,-37,16,-4,'collision_in_tool'
25,4,-10,91,8,-5,-13,'collision_in_tool'
25,0,-15,78,17,-6,4,'collision_in_tool'
25,-7,-13,77,11,-22,-6,'collision_in_tool'
25,-11,-15,86,18,-28,0,'collision_in_tool'
25,-6,6,73,-15,-15,-2,'collision_in_tool'
25,-3,10,75,-24,-19,-7,'collision_in_tool'
25,0,-13,94,20,-8,-7,'collision_in_tool'
25,-4,3,74,-17,-18,-7,'collision_in_tool'
25,-4,-2,81,-3,-22,-9,'collision_in_tool'
25,-5,-12,89,11,-16,-5,'collision_in_tool'
25,-3,-5,76,-4,-16,-12,'collision_in_tool'
26,-20,20,77,-14,0,-22,'collision_in_tool'
26,21,-24,67,34,25,-11,'collision_in_tool'
26,20,-26,89,28,11,-12,'collision_in_tool'
26,17,-2,87,-19,11,-12,'collision_in_tool'
26,17,7,88,-27,11,-13,'collision_in_tool'
26,4,-2,87,-23,-9,-13,'collision_in_tool'
26,-10,-13,84,3,-32,-7,'collision_in_tool'
26,-15,-3,83,-12,-41,-13,'collision_in_tool'
26,-10,4,78,-30,-31,-8,'collision_in_tool'
26,-8,-8,81,-11,-30,-9,'collision_in_tool'
26,-7,-4,80,-15,-25,-7,'collision_in_tool'
26,-4,-6,84,-15,-23,-6,'collision_in_tool'
26,2,-3,80,-22,-12,-5,'collision_in_tool'
26,-5,-1,81,-22,-23,-5,'collision_in_tool'
26,-4,-1,81,-17,-22,-6,'collision_in_tool'
27,15,-48,52,112,9,6,'collision_in_tool'
27,17,-39,77,57,22,-18,'collision_in_tool'
27,17,-14,84,9,9,-5,'collision_in_tool'
27,8,6,87,-22,-1,-5,'collision_in_tool'
27,1,6,86,-33,-17,-10,'collision_in_tool'
27,-5,-2,85,-18,-26,-9,'collision_in_tool'
27,-11,-1,82,-20,-33,-13,'collision_in_tool'
27,-10,-1,82,-20,-34,-15,'collision_in_tool'
27,-9,0,80,-19,-31,-17,'collision_in_tool'
27,-7,-3,80,-15,-28,-13,'collision_in_tool'
27,-3,-8,81,-4,-21,-12,'collision_in_tool'
27,0,-10,83,-1,-16,-8,'collision_in_tool'
27,-2,-2,82,-23,-22,-12,'collision_in_tool'
27,-2,-3,82,-22,-21,-15,'collision_in_tool'
27,-3,0,82,-25,-21,-11,'collision_in_tool'
28,1,18,82,-51,-14,-14,'collision_in_tool'
28,9,-20,87,11,14,24,'collision_in_tool'
28,-7,5,81,-19,-16,-7,'collision_in_tool'
28,-9,6,82,-24,-27,-19,'collision_in_tool'
28,-11,-2,80,-16,-39,-15,'collision_in_tool'
28,-15,-17,81,13,-38,-4,'collision_in_tool'
28,-8,6,78,-32,-27,-11,'collision_in_tool'
28,1,-8,77,-1,-15,-8,'collision_in_tool'
28,-1,13,84,-55,-19,-12,'collision_in_tool'
28,-1,-18,83,17,-17,-12,'collision_in_tool'
28,-2,1,81,-24,-21,-4,'collision_in_tool'
28,-6,-5,82,-12,-24,-14,'collision_in_tool'
28,-6,-2,81,-22,-26,-12,'collision_in_tool'
28,-4,-7,81,-8,-22,-10,'collision_in_tool'
28,-2,-4,81,-12,-21,-11,'collision_in_tool'
29,18,46,84,-88,9,-14,'collision_in_tool'
29,-1,0,82,-23,-23,-11,'collision_in_tool'
29,-5,-16,81,-4,-23,-9,'collision_in_tool'
29,-1,1,84,-25,-16,-10,'collision_in_tool'
29,-7,-5,85,-20,-25,-10,'collision_in_tool'
29,1,-1,77,-20,-11,-8,'collision_in_tool'
29,-5,-3,83,-19,-25,-10,'collision_in_tool'
29,-7,-2,86,-24,-26,-14,'collision_in_tool'
29,-4,-4,81,-18,-22,-9,'collision_in_tool'
29,-7,-5,86,-16,-29,-9,'collision_in_tool'
29,-5,-4,84,-18,-22,-9,'collision_in_tool'
29,-4,-4,82,-18,-21,-9,'collision_in_tool'
29,-1,-18,83,17,-17,-12,'collision_in_tool'
29,-2,1,81,-24,-21,-4,'collision_in_tool'
29,-5,-4,84,-18,-22,-9,'collision_in_tool'
30,-37,-10,59,19,-11,-9,'collision_in_part'
30,-40,-1,73,-13,-81,-13,'collision_in_part'
30,-10,-6,73,-3,-25,-6,'collision_in_part'
30,4,0,78,-5,-4,-6,'collision_in_part'
30,1,-3,91,-5,-12,-12,'collision_in_part'
30,-2,-3,89,-7,-12,-9,'collision_in_part'
30,2,4,77,-19,-11,-9,'collision_in_part'
30,-6,-13,97,17,-21,-4,'collision_in_part'
30,5,1,76,-11,-1,-1,'collision_in_part'
30,-1,-5,83,-2,-19,-7,'collision_in_part'
30,-2,-10,90,5,-16,-9,'collision_in_part'
30,-5,4,80,-24,-20,-11,'collision_in_part'
30,-6,-5,84,0,-21,-6,'collision_in_part'
30,-5,-7,86,3,-22,-4,'collision_in_part'
30,-4,-3,80,-9,-16,-3,'collision_in_part'
31,-3,-10,90,5,-16,-9,'collision_in_tool'
31,-4,-2,81,-4,-21,-4,'collision_in_tool'
31,-2,7,73,-19,-10,-2,'collision_in_tool'
31,-5,-11,89,10,-18,-7,'collision_in_tool'
31,-6,23,89,-58,-46,-10,'collision_in_tool'
31,-5,34,74,-123,-39,-29,'collision_in_tool'
31,-1,-9,102,-5,-20,-13,'collision_in_tool'
31,-6,-15,74,10,-21,-10,'collision_in_tool'
31,-13,-21,78,25,-28,-3,'collision_in_tool'
31,-15,-19,86,18,-39,-10,'collision_in_tool'
31,-7,3,79,-17,-26,-4,'collision_in_tool'
31,-3,8,82,-21,-21,-1,'collision_in_tool'
31,1,-10,93,13,-4,-3,'collision_in_tool'
31,1,3,80,-17,-5,-6,'collision_in_tool'
31,-6,1,82,-11,-21,-4,'collision_in_tool'
32,46,29,59,-98,125,-16,'collision_in_tool'
32,27,23,93,-42,31,-9,'collision_in_tool'
32,19,18,96,-42,10,-6,'collision_in_tool'
32,7,1,93,-8,-3,-7,'collision_in_tool'
32,-10,-9,84,-1,-29,-12,'collision_in_tool'
32,-16,-17,84,14,-35,-13,'collision_in_tool'
32,-16,-13,86,8,-39,-8,'collision_in_tool'
32,-5,5,71,-25,-21,-9,'collision_in_tool'
32,-4,-7,87,0,-18,-1,'collision_in_tool'
32,-5,-6,89,-3,-24,-9,'collision_in_tool'
32,1,4,81,-19,-11,-6,'collision_in_tool'
32,-4,-7,84,-2,-16,-8,'collision_in_tool'
32,-10,-5,82,-2,-22,-8,'collision_in_tool'
32,-3,-3,80,-7,-13,-1,'collision_in_tool'
32,0,-15,86,13,-11,-1,'collision_in_tool'
33,46,29,59,-98,125,-16,'collision_in_part'
33,19,18,96,-42,10,-6,'collision_in_part'
33,27,23,93,-42,31,-9,'collision_in_part'
33,-10,-9,84,-1,-29,-12,'collision_in_part'
33,7,1,93,-8,-3,-7,'collision_in_part'
33,-16,-17,84,14,-35,-13,'collision_in_part'
33,-16,-13,86,8,-39,-8,'collision_in_part'
33,-5,5,71,-25,-21,-9,'collision_in_part'
33,-4,-7,87,0,-18,-1,'collision_in_part'
33,1,4,81,-19,-11,-6,'collision_in_part'
33,-5,-6,89,-3,-24,-9,'collision_in_part'
33,-10,-5,82,-2,-22,-8,'collision_in_part'
33,-4,-7,84,-2,-16,-8,'collision_in_part'
33,-3,-3,80,-7,-13,-1,'collision_in_part'
33,0,-15,86,13,-11,-1,'collision_in_part'
34,62,-136,10,421,459,90,'collision_in_tool'
34,64,-83,84,54,44,3,'collision_in_tool'
34,68,-36,81,43,96,-8,'collision_in_tool'
34,64,-2,103,-7,84,-11,'collision_in_tool'
34,64,11,100,-35,86,-5,'collision_in_tool'
34,37,13,92,-39,47,-8,'collision_in_tool'
34,2,-2,96,-19,-11,-15,'collision_in_tool'
34,-23,-10,85,-6,-48,-11,'collision_in_tool'
34,-29,-2,79,-16,-58,-12,'collision_in_tool'
34,-30,3,79,-35,-65,-10,'collision_in_tool'
34,-25,-12,79,3,-54,-3,'collision_in_tool'
34,-9,-7,79,-9,-30,-8,'collision_in_tool'
34,1,1,81,-30,-15,-13,'collision_in_tool'
34,1,-5,83,-8,-14,-11,'collision_in_tool'
34,2,-1,84,-18,-15,-19,'collision_in_tool'
35,62,-136,10,421,459,90,'collision_in_part'
35,68,-36,81,43,96,-8,'collision_in_part'
35,64,-83,84,54,44,3,'collision_in_part'
35,64,-2,103,-7,84,-11,'collision_in_part'
35,64,11,100,-35,86,-5,'collision_in_part'
35,37,13,92,-39,47,-8,'collision_in_part'
35,-23,-10,85,-6,-48,-11,'collision_in_part'
35,2,-2,96,-19,-11,-15,'collision_in_part'
35,-29,-2,79,-16,-58,-12,'collision_in_part'
35,-30,3,79,-35,-65,-10,'collision_in_part'
35,-9,-7,79,-9,-30,-8,'collision_in_part'
35,-25,-12,79,3,-54,-3,'collision_in_part'
35,1,1,81,-30,-15,-13,'collision_in_part'
35,2,-1,84,-18,-15,-19,'collision_in_part'
35,1,-5,83,-8,-14,-11,'collision_in_part'
36,-45,-23,113,57,-97,-45,'collision_in_part'
36,-90,-20,53,-7,-206,49,'collision_in_part'
36,-35,-20,57,34,-65,6,'collision_in_part'
36,-10,-18,73,18,-23,-3,'collision_in_part'
36,23,25,75,-38,15,-5,'collision_in_part'
36,8,11,78,-21,-7,-8,'collision_in_part'
36,-5,-22,68,25,-16,-11,'collision_in_part'
36,-7,-2,53,-7,-21,-8,'collision_in_part'
36,-9,-5,71,1,-29,-11,'collision_in_part'
36,-4,0,71,-8,-21,-7,'collision_in_part'
36,-2,-1,69,-7,-18,-6,'collision_in_part'
36,-3,-7,68,1,-22,-12,'collision_in_part'
36,-7,-7,67,4,-21,-3,'collision_in_part'
36,-7,3,66,-18,-27,-5,'collision_in_part'
36,0,-2,68,-4,-14,-8,'collision_in_part'
37,-6,3,85,-28,-27,-10,'collision_in_part'
37,3,3,97,-21,-9,-6,'collision_in_part'
37,4,-15,85,-2,-11,-11,'collision_in_part'
37,7,-7,82,-6,-2,-9,'collision_in_part'
37,-8,-1,87,-15,-26,-7,'collision_in_part'
37,-20,-2,86,-13,-46,-12,'collision_in_part'
37,-13,8,80,-43,-35,-15,'collision_in_part'
37,-6,-9,81,-3,-24,-8,'collision_in_part'
37,-7,-13,84,8,-26,-9,'collision_in_part'
