@relation cilinder...without.missing.values
@attribute timestamp numeric
@attribute customer {'ABBEY','ABBEYPRESS','ABBYPRESS','ADCO','AMES','AUSTADS','BELK','BELKS','best','bestprod','BESTPROD','BRENDLS','BURDINES','CAMPINGWORLD','CASLIVING','CASUALLIVING','CENPURCH','CHILDCRAFT','CHILDWORLD','colorfulimage','COLORTIL','COLORTILE','COMPETITIVEDGE','CVS','DOWNS','DUNNS','eckerd','ECKERD','eckerds','ECKERDS','EXXON','GALLS','GLOBAL','GLOBALEQUP','GUIDEPOSTS','GURNEY','HANHOUSE','hanoverhouse','HANOVERHOUSE','HANOVERHSE','HANOVRHOUS','HANOVRHOUSE','HILLS','homeshop','HOMESHOP','homeshopping','HOMESHOPPING','JAMESWAY','jcp','JCP','JCPENNY','jfk','KIDSRUS','kmart','KMART','LAZARUS','LURIAS','MASSEY','MERVYNS','modmat','MODMAT','NATLWILDLIFE','NTLWILDLIFE','OLDVILLAGESHOP','PENNEY','REI','ROSES','SEARS','SERVMERCH','SHEPLERS','target','TARGET','toysrus','TOYSRUS','TVGUIDE','USCAV','venture','walmart','WALMART','WARDS','WOOLWORTH','WOOLWRTH','YIELDHOUSE'}
@attribute job_number numeric
@attribute grain_screened {'NO','YES'}
@attribute ink_color {'key','KeY','KEY'}
@attribute proof_on_ctd_ink {'NO','YES'}
@attribute blade_mfg {'BENTON','UDDEHOLM'}
@attribute cylinder_division {'gallatin','GALLATIN'}
@attribute paper_type {'coated','COATED','super','uncoated','UNCOATED'}
@attribute ink_type {'coated','COATED','cover','COVER','uncoated','UNCOATED'}
@attribute direct_steam {'no','NO','YES'}
@attribute solvent_type {'LINE','NAPTHA','XYLOL'}
@attribute type_on_cylinder {'no','NO','yes','YES'}
@attribute press_type {'Albert70','Motter70','Motter94','WoodHoe70'}
@attribute press numeric
@attribute unit_number numeric
@attribute cylinder_size {'catalog','CATALOG','spiegel','SPIEGEL','tabloid','TABLOID'}
@attribute paper_mill_location {'CANAdiAN','CANADIAN','mideuropean','NorthUS','SCANDANAVIAN','SouthUS'}
@attribute plating_tank numeric
@attribute proof_cut numeric
@attribute viscosity numeric
@attribute caliper numeric
@attribute "ink temperature" numeric
@attribute humifity numeric
@attribute roughness numeric
@attribute blade_pressure numeric
@attribute varnish_pct numeric
@attribute press_speed numeric
@attribute ink_pct numeric
@attribute solvent_pct numeric
@attribute ESA_Voltage numeric
@attribute ESA_Amperage numeric
@attribute wax numeric
@attribute hardener numeric
@attribute roller_durometer numeric
@attribute current_density numeric
@attribute anode_space_ratio numeric
@attribute chrome_content numeric
@attribute class {'band','noband'}
@data
19910125,'GUIDEPOSTS',23052,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','YES','Motter94',821,7,'TABLOID','NorthUS',1911,40,45,0.3,14.5,70,0.625,25,0,1500,59.5,40.5,0,0,2,1,40,40,100,100,'band'
19910117,'HANOVRHOUS',35539,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','YES','Motter94',821,2,'TABLOID','NorthUS',1911,50,43,0.267,16,75,1,20,15.8,1600,49.5,34.7,0,0,2.5,1,38,40,103.22,100,'noband'
19910130,'COLORTIL',37571,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','NAPTHA','NO','Motter94',824,2,'TABLOID','CANADIAN',1911,50,45,0.233,16,70,0.8125,30,0,2400,58.8,41.2,0,0,1.7,1,30,40,107.4,100,'noband'
19910130,'COLORTIL',35751,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','NAPTHA','YES','Motter94',824,9,'TABLOID','CANADIAN',1911,40,45,0.2,15,76,0.8125,30,0,2400,62.5,37.5,0,0,1,1,30,40,107.4,100,'noband'
19910117,'WARDS',37340,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','Motter94',824,2,'TABLOID','CANADIAN',1911,30,43,0.2,16.3,70,0.8125,25,1.2,2200,58.1,40.7,4,0,2,1,30,40,96.875,100,'noband'
19910127,'TARGET',35816,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','Motter94',827,2,'SPIEGEL','CANADIAN',1911,40,41,0.2,15.8,72,1,30,0,2000,62.5,37.5,0,0,2.5,1,30,40,107.4,100,'band'
19910131,'KMART',37352,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','Motter94',827,9,'TABLOID','SCANDANAVIAN',1911,40,42,0.2,14.5,74,1,25,8,2100,57.5,34.5,0,0,2.3,0.7,35,40,107.4,100,'band'
19910201,'KMART',37352,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','Motter94',827,9,'TABLOID','SCANDANAVIAN',1911,45,42,0.2,14,70,1,20,8,1850,57.5,34.5,0,0,2,0.7,35,40,107.4,100,'band'
19910130,'KMART',37352,'NO','KEY','YES','BENTON','GALLATIN','UNCOATED','COATED','NO','LINE','YES','Motter94',827,9,'TABLOID','SCANDANAVIAN',1911,50,45,0.3,15,76,1,30,8,2150,57.5,34.5,0,0,2.5,1,35,40,107.4,100,'noband'
19910130,'KMART',37352,'NO','KEY','YES','BENTON','GALLATIN','UNCOATED','COATED','NO','LINE','YES','Motter94',827,2,'TABLOID','SCANDANAVIAN',1911,50,45,0.3,15.2,72,1,25,5.9,2150,58.8,35.3,0,0,2.5,1,35,40,107.4,100,'noband'
19910118,'AMES',37157,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','NO','Motter94',828,2,'TABLOID','CANADIAN',1910,30,45,0.233,17,70,0.75,35,0,2200,58.8,41.2,0,0,2.5,1,33,40,106.45,100,'band'
19910206,'KMART',37352,'NO','KEY','YES','BENTON','GALLATIN','UNCOATED','COATED','NO','LINE','YES','WoodHoe70',815,2,'TABLOID','NorthUS',1911,37.5,44,0.2,16,90,0.75,28,20,2050,45,35,0,0,2.4,0.8,35,40,107.4,100,'noband'
19910206,'KMART',37352,'NO','KEY','YES','BENTON','GALLATIN','UNCOATED','COATED','NO','LINE','YES','WoodHoe70',815,9,'TABLOID','NorthUS',1911,37.5,44,0.2,16.5,91,0.75,30,21.7,2050,43.5,34.8,0,0,2.7,0.8,35,40,107.4,100,'noband'
19910213,'BELKS',35334,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','YES','WoodHoe70',816,9,'TABLOID','NorthUS',1911,32.5,43,0.2,15,82,1,31,7.6,1500,54.3,38,4,0,2.5,1,40,40,103.12,100,'noband'
19910212,'SEARS',37869,'NO','KEY','YES','BENTON','GALLATIN','UNCOATED','COATED','NO','LINE','YES','WoodHoe70',815,9,'CATALOG','NorthUS',1911,37.5,44,0.3,15,85,0.75,34,0,1400,62.5,37.5,0,0,2.8,1,28,40,103.12,100,'noband'
19910212,'SEARS',37869,'NO','KEY','YES','BENTON','GALLATIN','UNCOATED','COATED','NO','LINE','YES','WoodHoe70',815,2,'CATALOG','NorthUS',1910,35,44,0.3,16,80,1,32,7,1400,58.1,34.9,0,0,3,1,28,40,103.12,100,'noband'
19910214,'ROSES',35752,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','Motter94',824,9,'TABLOID','CANADIAN',1910,50,43,0.2,16,82,0.875,30,0,2270,55.6,44.4,12,0,2,1,30,40,103.22,100,'noband'
19910214,'ROSES',35752,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','Motter94',824,2,'TABLOID','CANADIAN',1910,50,43,0.3,16.3,80,0.8125,30,0,2270,55.6,44.4,12,0,1.5,1.5,30,40,103.22,100,'noband'
19910214,'JCPENNY',35794,'NO','KEY','YES','BENTON','GALLATIN','UNCOATED','COATED','NO','LINE','YES','Motter94',827,2,'TABLOID','NorthUS',1911,60,43,0.267,15.8,57,0.75,24,1.2,1480,58.1,40.7,0,0,1.4,1.7,33,40,103.12,100,'noband'
19910214,'JCPENNY',35794,'NO','KEY','YES','BENTON','GALLATIN','UNCOATED','COATED','NO','LINE','YES','Motter94',827,9,'TABLOID','NorthUS',1911,52.5,43,0.233,16.6,58,0.75,20,7.9,1480,56.2,36,0,0,1.7,0.7,33,40,103.12,100,'noband'
19910215,'CENPURCH',37441,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','Motter94',821,2,'TABLOID','CANADIAN',1911,25,38,0.2,13,75,0.625,25,0,1600,57.5,42.5,0,0,2.5,0.85,30,40,103.12,100,'noband'
19910215,'CENPURCH',37441,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','Motter94',821,7,'TABLOID','CANADIAN',1911,25,38,0.233,14,70,0.625,25,0,1600,58.8,41.2,5,0,1.7,0.9,30,40,103.12,100,'noband'
19910221,'KMART',37354,'NO','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','YES','WoodHoe70',816,9,'TABLOID','SCANDANAVIAN',1911,40,46,0.333,15.9,78,0.5,34,2.4,2000,61,36.6,0,0,2.4,1.3,35,40,103.22,100,'noband'
19910223,'BELK',35335,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','YES','Motter94',827,2,'TABLOID','NorthUS',1911,45,41,0.333,17,78,0.75,16,14.1,1100,50.5,35.4,0,0,2.5,1,50,40,96.97,100,'band'
19910223,'BELK',37335,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','YES','Motter94',827,2,'TABLOID','NorthUS',1911,47.5,41,0.233,16.5,72,0.75,20,14.1,1300,50.5,35.4,4,0,2.5,1,50,40,96.97,100,'band'
19910220,'TOYSRUS',35870,'NO','KEY','NO','BENTON','GALLATIN','COATED','COATED','NO','LINE','NO','Motter94',824,2,'TABLOID','CANADIAN',1910,40,46,0.2,15,68,0.75,28,0,1700,58.8,41.2,0,0,1,1,33,40,103.22,100,'noband'
19910220,'TOYSRUS',35870,'NO','KEY','NO','BENTON','GALLATIN','COATED','COATED','NO','LINE','NO','Motter94',824,9,'TABLOID','CANADIAN',1911,40,46,0.267,16.5,68,0.875,25,0,1700,58.8,41.2,0,0,1,1,33,40,103.125,100,'noband'
19910216,'TARGET',35811,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','WoodHoe70',815,9,'SPIEGEL','CANADIAN',1911,40,35,0.233,18,85,0.625,30,0,2000,62.5,37.5,0,0,2.5,0.9,30,40,103.125,100,'noband'
19910215,'SEARS',37869,'NO','KEY','YES','BENTON','GALLATIN','UNCOATED','COATED','NO','LINE','YES','Albert70',802,7,'CATALOG','NorthUS',1911,35,38,0.4,12,62,0.75,46,4.7,1400,58.8,36.5,0,0,2,1,28,40,103.125,100,'noband'
19910215,'SEARS',37869,'NO','KEY','YES','BENTON','GALLATIN','UNCOATED','COATED','NO','LINE','YES','Albert70',802,2,'CATALOG','NorthUS',1911,35,38,0.433,16,70,0.75,50,0,1400,62.5,37.5,0,0,2.8,1.5,28,40,103.125,100,'noband'
19910220,'TVGUIDE',25509,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','YES','Motter94',821,7,'TABLOID','NorthUS',1911,50,46,0.2,14.6,60,0.625,25,10.5,1750,52.6,36.8,2,0,2.4,0.8,28,40,96.97,100,'band'
19910304,'KMART',37386,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','YES','Motter94',827,2,'TABLOID','SouthUS',1910,40,47,0.333,24.5,78,0.875,30,8.8,2100,54.9,36.3,16,0,2.3,1,40,40,100,100,'band'
19910301,'KMART',37386,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','YES','Motter94',827,2,'TABLOID','SouthUS',1910,40,39,0.233,15,77,0.75,20,9.4,2000,52.1,38.5,0,0,2.5,1,40,40,103.22,100,'noband'
19910301,'KMART',37386,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','YES','Motter94',827,9,'TABLOID','SouthUS',1910,40,39,0.2,15,79,0.75,20,11.8,2000,49,39.2,0,0,2.5,1,40,40,103.22,100,'noband'
19910311,'KMART',37386,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','YES','Motter94',824,9,'TABLOID','SouthUS',1911,40,40,0.35,18.5,85,0.5625,30,0,1900,62.5,37.5,4,0,1.8,1.4,40,40,106.45,100,'band'
19910302,'ECKERD',35457,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','Motter94',828,9,'TABLOID','CANADIAN',1910,35,39,0.2,16.2,84,1,30,0,2100,62.5,37.5,4,0,2,0.9,30,40,94.117,100,'noband'
19910308,'MODMAT',47202,'NO','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','XYLOL','YES','Albert70',802,2,'CATALOG','NorthUS',1910,50,43,0.333,14.02,68,0.75,56,7.4,1800,53.2,39.4,0,0.5,3,1.3,40,40,109.67,100,'noband'
19910307,'MODMAT',47202,'NO','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','YES','WoodHoe70',816,2,'CATALOG','NorthUS',1910,67.5,45,0.2,15.5,80,0.5,34,16.3,1683,43.5,40.2,6,0,2.5,1,40,40,109.67,100,'noband'
19910310,'AMES',37163,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','Motter94',821,2,'TABLOID','CANADIAN',1910,55,37,0.267,16,75,0.625,20,5.6,1850,55.6,38.9,0,0,0.8,0.75,33,40,109.67,100,'noband'
19910309,'MODMAT',47202,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','YES','Motter70',813,9,'CATALOG','NorthUS',1910,52.5,43,0.267,15.1,76,0.5,31,6.6,1650,54.9,38.5,0,0,2.5,1.5,40,40,109.67,100,'noband'
19910316,'KMART',37355,'NO','KEY','YES','BENTON','GALLATIN','UNCOATED','COATED','NO','LINE','YES','Motter94',828,9,'TABLOID','SCANDANAVIAN',1910,40,44,0.2,16.1,78,0.9375,30,5.6,1800,55.6,38.9,0,0,2,1,35,40,103.22,100,'noband'
19910319,'ROSES',35753,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','Motter94',824,9,'TABLOID','CANADIAN',1910,40,43,0.267,16,80,0.5625,30,5.6,1900,55.6,38.9,0,0,2.2,1.3,30,40,103.22,100,'noband'
19910402,'TVGUIDE',25515,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','YES','Motter94',821,7,'TABLOID','NorthUS',1911,42.5,46,0.3,14,77,0.625,42,15.8,1850,49.5,34.6,8,0,1.5,0.8,34,40,100,100,'band'
19910404,'WOOLWORTH',37081,'NO','KEY','NO','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','Motter94',828,1,'TABLOID','CANADIAN',1911,35,44,0.2,15.5,100,0.875,30,0,2200,53.2,46.8,0,0,0,0,30,40,100,100,'band'
19910330,'BELK',35534,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','NO','Motter94',827,2,'TABLOID','NorthUS',1910,42,44,0.3,15,80,1.25,20,16.7,1300,49,34.3,0,0,2.5,0.2,40,40,110,100,'noband'
19910330,'BELK',35534,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','NO','Motter94',827,9,'TABLOID','NorthUS',1910,45,44,0.3,15.5,75,1.25,20,14.1,1300,50.5,35.4,0,0,2.5,1.5,40,40,110,100,'noband'
19910405,'ROSES',35754,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','Motter94',824,2,'TABLOID','CANADIAN',1910,50,43,0.3,16,70,0.8125,30,3.4,2400,56.8,39.8,0,0,2.5,0.8,30,40,103.125,100,'noband'
19910405,'ROSES',35754,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','Motter94',824,9,'TABLOID','CANADIAN',1910,47,43,0.267,16,80,0.5625,30,9.1,2400,50.5,40.4,0,0,2.5,1.1,30,40,103.125,100,'noband'
19910327,'COLORTILE',37572,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','Motter94',824,2,'TABLOID','CANADIAN',1911,35,48,0.233,16,76,0.8125,30,8.9,1900,49.5,41.6,0,0,2.5,1.2,30,40,103.22,100,'noband'
19910327,'COLORTILE',37572,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','Motter94',824,9,'TABLOID','CANADIAN',1911,35,48,0.233,16,86,0.5625,30,16.1,1900,44.6,39.3,0,0,2.5,1.5,30,40,103.22,100,'noband'
19910511,'TARGET',35816,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','Motter94',827,2,'SPIEGEL','CANADIAN',1910,47.5,68,0.4,14,78,0.75,22,0,1900,62.5,37.5,0,0,2.1,1.7,33,40,103.125,100,'band'
19910501,'ECKERD',35458,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','NO','WoodHoe70',816,2,'TABLOID','CANADIAN',1910,40,60,0.233,15,78,1,28,0,2380,60,40,3,0,2.5,1,30,40,106.66,100,'band'
19910502,'TARGET',35816,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','WoodHoe70',815,2,'SPIEGEL','CANADIAN',1910,40,55,0.433,15.5,92,0.75,22,9.6,1550,53.2,37.2,1,0,2.9,1.3,33,40,106.66,100,'band'
19910507,'TVGUIDE',25520,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','YES','Motter94',821,7,'TABLOID','CANADIAN',1910,50,56,0.267,15.2,76,0.625,25,3.4,1760,56.8,39.8,2,0,2.5,0.8,34,40,103.125,100,'band'
19910508,'TVGUIDE',25520,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','YES','Motter94',821,7,'TABLOID','NorthUS',1910,45,57,0.267,14,76,0.75,20,3.4,1800,56.2,40.4,2,0,2,0.8,34,40,103.125,100,'band'
19910517,'TOYSRUS',35982,'NO','KEY','NO','BENTON','GALLATIN','COATED','COATED','NO','LINE','NO','Motter94',824,2,'TABLOID','CANADIAN',1910,47,67,0.4,16,74,0.8125,38,0,1900,58.8,41.2,2,0,2.5,1.1,33,40,103.125,100,'noband'
19910517,'TOYSRUS',35872,'NO','KEY','NO','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','Motter94',824,9,'TABLOID','CANADIAN',1910,47,67,0.333,16,82,0.5625,30,1.5,1900,50.5,34.3,0,0,2.5,1.1,33,40,103.125,100,'noband'
19910507,'MODMAT',47203,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','NO','Albert70',802,2,'CATALOG','NorthUS',1910,50,55,0.233,13.86,70,0.625,47,10.2,1635,51,38.8,0,0,3,1,40,40,100,100,'noband'
19910409,'AMES',37168,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','WoodHoe70',815,2,'TABLOID','CANADIAN',1911,30,63,0.3,13,94,1,29,0,1800,56.2,43.8,0,0,2.5,1,30,40,110,100,'band'
19910415,'WARDS',37333,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','WoodHoe70',815,2,'TABLOID','CANADIAN',1911,50,60,0.267,13.6,86,1.125,28,0,1500,64.1,35.9,0,0,2.5,1,33,40,106.45,100,'band'
19910416,'TVGUIDE',25517,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','NO','Motter94',821,7,'TABLOID','NorthUS',1911,55,53,0.3,14.2,72,0.625,25,22.7,1750,45.5,31.8,1,0,2.4,0.9,34,40,103.125,100,'band'
19910426,'WARDS',37333,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','NO','WoodHoe70',815,2,'TABLOID','CANADIAN',1910,35,56,0.3,15.3,80,0.75,20,0,1900,76.9,23.1,0,0,2.5,1.25,33,40,106.66,100,'band'
19910426,'HANHOUSE',37994,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','NO','Motter94',821,7,'TABLOID','NorthUS',1911,55,56,0.233,15,84,0.625,25,16.7,1850,52.1,31.3,4,0,2,0.6,34,40,103.125,100,'band'
19910422,'TVGUIDE',25513,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','NO','Motter94',821,7,'TABLOID','NorthUS',1910,55,49,0.2,15,78,0.625,20,17.1,1900,47.6,35.2,0,0,2.5,0.85,34,40,106.45,100,'band'
19910426,'MODMAT',47203,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','YES','Albert70',802,2,'CATALOG','NorthUS',1910,50,50,0.2,15.7,90,0.75,50,0,1420,62.5,37.5,0,0,3,1.35,40,40,106.45,100,'noband'
19910426,'MODMAT',47203,'YES','KEY','YES','BENTON','GALLATIN','UNCOATED','UNCOATED','NO','LINE','YES','Albert70',802,7,'CATALOG','NorthUS',1910,50,50,0.2,15.5,74,0.75,58,4.8,1420,59.5,35.7,3,0,3,1,40,40,106.45,100,'noband'
19910428,'TOYSRUS',35871,'NO','KEY','NO','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','Motter94',824,9,'TABLOID','CANADIAN',1911,35,56,0.233,16,82,0.5625,28,5.6,2100,56.2,38.2,0,0,1.7,0.4,30,40,103.125,100,'noband'
19910428,'TOYSRUS',35871,'NO','KEY','NO','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','Motter94',824,2,'TABLOID','CANADIAN',1911,35,56,0.2,15,80,0.8125,40,8.6,2100,53.8,37.6,8,0,1.7,1,30,40,100,100,'noband'
19910419,'AMES',37169,'NO','KEY','YES','BENTON','GALLATIN','COATED','COATED','NO','LINE','YES','Motter94',824,2,'TABLOID','CANADIAN',1911,40,50,0.2,16,68,0.8125,30,0,2400,58.8,41.2,8,0,2.5,1.5,33,40,103.125,100,'noband'
